idd,t1,pr1,f1,f2,f3,o_o,pw1,re,x1,x2,x1r,x2r,z,a1
C3,8231,0.0078,50,50,50,TRUE,250,124.672,62,16.3,51.8,29.2,4.14 - 73.5j,159.8
C3,8307,0.0078,50,50,50,TRUE,250,110.528,62,16.3,51.8,29.2,4.14 - 73.5j,191.4
C3,8432,0.0089,50,50,50,TRUE,250,110.528,62,16.3,51.8,29.2,4.14 - 73.5j,191.4
C3,8567,0.0089,50,50,50,TRUE,250,63.112,62,16.3,66,28,2.57 - 72.3j,191.4
C3,8724,0.01,50,50,50,TRUE,250,50.752,62,16.3,66,28,2.57 - 72.3j,207
C3,8783,0.01,50,50,50,TRUE,250,8.596,62,16.3,92.3,26.5,2.57 - 72.3j,207
C3,8893,0.01,50,50,50,TRUE,250,5.1,62,16.3,92.3,26.5,0.00 + 0.00j,214.8
C3,8979,0.01,50,50,50,TRUE,250,5.1,62,16.3,92.3,26.5,0.00 + 0.00j,214.8
C3,9089,0.0112,50,50,50,TRUE,250,4.524,62,16.3,97.5,26.2,0.00 + 0.00j,214.8
C3,9224,0.0112,50,50,50,TRUE,250,5.02,62,16.3,97.5,26.2,0.00 + 0.00j,214.8
C3,9320,0.0124,50,50,50,TRUE,250,5.204,62,16.3,97.5,26.2,0.00 + 0.00j,214.8
C3,9438,0.0124,50,50,50,TRUE,250,198.628,62,16.3,97.4,26.2,0.00 + 0.00j,214.8
C3,9536,0.0124,50,50,50,TRUE,250,198.628,62,16.3,97.4,26.2,0.00 + 0.00j,148.8
C3,9634,0.0135,50,50,50,TRUE,250,198.628,62,16.3,91,27.9,0.00 + 0.00j,148.8
C3,9768,0.0135,50,50,50,TRUE,250,198.628,62,16.3,91,27.9,1.69 - 76.6j,148.8
C3,9866,0.0135,50,50,50,TRUE,250,198.628,62,16.3,91,27.9,1.69 - 76.6j,131.39
C3,9974,0.0146,50,50,50,TRUE,250,198.628,62,16.3,67.1,35.2,1.69 - 76.6j,131.39
C3,10083,0.0146,50,50,50,TRUE,250,198.628,62,16.3,67.1,35.2,3.21 - 86.3j,131.39
C3,10207,0.0153,50,50,50,TRUE,250,198.628,62,16.3,67.1,35.2,3.21 - 86.3j,131.39
C3,10305,0.0153,50,50,50,TRUE,250,198.628,62,16.3,39.2,46.3,3.21 - 86.3j,131.39
